"Montgomery County, Tennessee","Rutherford County, Tennessee","Sumner County, Tennessee","Trousdale County, Tennessee","Williamson County, Tennessee","Wilson County, Tennessee","Cheatham County, Tennessee","Macon County, Tennessee","Robertson County, Tennessee","Stewart County, Tennessee","Davidson County, Tennessee","Dickson County, Tennessee","Houston County, Tennessee","Humphreys County, Tennessee","Maury County, Tennessee","Simpson County, Kentucky","Allen County, Kentucky","Adams city, Tennessee","Ashland City town, Tennessee","Belle Meade city, Tennessee","Berry Hill city, Tennessee","Brentwood city, Tennessee","Burns town, Tennessee","Cedar Hill city, Tennessee","Charlotte town, Tennessee","Clarksville city, Tennessee","Columbia city, Tennessee","Coopertown town, Tennessee","Cross Plains city, Tennessee","Cumberland City town, Tennessee","Dickson city, Tennessee","Dover city, Tennessee","Eagleville city, Tennessee","Erin city, Tennessee","Fairview city, Tennessee","Forest Hills city, Tennessee","Franklin city, Tennessee","Gallatin city, Tennessee","Goodlettsville city, Tennessee","Greenbrier town, Tennessee","Hendersonville city, Tennessee","Kingston Springs town, Tennessee","Lafayette city, Tennessee","La Vergne city, Tennessee","Lebanon city, Tennessee","McEwen city, Tennessee","Millersville city, Tennessee","Mitchellville city, Tennessee","Mount Juliet city, Tennessee","Mount Pleasant city, Tennessee","Murfreesboro city, Tennessee","Nashville-Davidson metropolitan government (balance), Tennessee","New Johnsonville city, Tennessee","Nolensville town, Tennessee","Oak Hill city, Tennessee","Pegram town, Tennessee","Pleasant View city, Tennessee","Portland city, Tennessee","Ridgetop city, Tennessee","Slayden town, Tennessee","Smyrna town, Tennessee","Springfield city, Tennessee","Spring Hill city, Tennessee","Tennessee Ridge town, Tennessee","Thompson's Station town, Tennessee","Vanleer town, Tennessee","Watertown city, Tennessee","Waverly city, Tennessee","Westmoreland town, Tennessee","White Bluff town, Tennessee","White House city, Tennessee","Scottsville city, Kentucky","Franklin city, Kentucky",Tennessee,United States,GNRC,GNRC Region,MPO,Rutherford Incorporated,Rutherford Unincorporated,Wilson Incorporated,Wilson Unincorporated,Cheatham Incorporated,Cheatham Unincorporated,Dickson Incorporated,Dickson Unincorporated,Humphreys Incorporated,Humphreys Unincorporated,Montgomery Incorporated,Montgomery Unincorporated,"Bedford County, Tennessee"
0500000US47125,0500000US47149,0500000US47165,0500000US47169,0500000US47187,0500000US47189,0500000US47021,0500000US47111,0500000US47147,0500000US47161,0500000US47037,0500000US47043,0500000US47083,0500000US47085,0500000US47119,0500000US21213,0500000US21003,1600000US4700200,1600000US4702180,1600000US4704620,1600000US4705140,1600000US4708280,1600000US4709880,1600000US4711980,1600000US4713080,1600000US4715160,1600000US4716540,1600000US4716980,1600000US4718420,1600000US4718820,1600000US4720620,1600000US4721400,1600000US4722360,1600000US4724320,1600000US4725440,1600000US4727020,1600000US4727740,1600000US4728540,1600000US4729920,1600000US4730960,1600000US4733280,1600000US4739660,1600000US4740160,1600000US4741200,1600000US4741520,1600000US4744840,1600000US4748980,1600000US4749460,1600000US4750780,1600000US4751080,1600000US4751560,1600000US4752006,1600000US4752820,1600000US4753460,1600000US4754780,1600000US4757480,1600000US4759560,1600000US4760280,1600000US4763140,1600000US4769080,1600000US4769420,1600000US4770500,1600000US4770580,1600000US4773460,1600000US4773900,1600000US4776860,1600000US4778320,1600000US4778560,1600000US4779420,1600000US4779980,1600000US4780200,1600000US2169114,1600000US2128918,0400000US47,0100000US,,,,None,None,None,None,None,None,None,None,None,None,None,None,0500000US47003
220069.0,341486.0,196281.0,11615.0,247726.0,147737.0,41072.0,25216.0,72803.0,13657.0,715884.0,54315.0,8283.0,18990.0,100974.0,19594.0,20588.0,624.0,5193.0,2901.0,2112.0,45373.0,1573.0,301.0,1656.0,166722.0,41690.0,4480.0,1789.0,305.0,16058.0,1826.0,813.0,1224.0,9357.0,5038.0,83454.0,44431.0,17789.0,6898.0,61753.0,2824.0,5584.0,38719.0,38431.0,1643.0,6299.0,163.0,39289.0,4784.0,152769.0,689447.0,1804.0,13829.0,4891.0,2072.0,4807.0,13156.0,2155.0,170.0,53070.0,18782.0,50005.0,1332.0,7485.0,374.0,1553.0,4297.0,2718.0,3862.0,12982.0,4299.0,10176.0,6910840.0,331449281.0,2089918.0,2190892.0,1822891.0,245371.0,96115.0,79273.0,68464.0,14896.0,26176.0,23693.0,30622.0,7744.0,11246.0,166722.0,53347.0,
137775.0,226227.0,158075.0,8883.0,203600.0,120782.0,36788.0,22795.0,58467.0,12463.0,400622.0,47609.0,7557.0,17270.0,77837.0,16374.0,19135.0,553.0,4261.0,2773.0,1747.0,37255.0,1425.0,239.0,1460.0,94978.0,27737.0,3937.0,1546.0,269.0,12709.0,1667.0,743.0,1063.0,8288.0,4677.0,63771.0,31359.0,10910.0,6076.0,48657.0,2577.0,4749.0,17766.0,28960.0,1532.0,4868.0,146.0,30290.0,3474.0,97785.0,380838.0,1616.0,11017.0,4520.0,1924.0,4294.0,11051.0,1959.0,162.0,31255.0,10439.0,40708.0,1229.0,6566.0,350.0,1293.0,3718.0,2479.0,3518.0,11378.0,3891.0,7910.0,4990938.0,204277273.0,1436118.0,1513955.0,1245610.0,147549.0,78678.0,60543.0,60239.0,13056.0,23732.0,19624.0,27985.0,6866.0,10404.0,94978.0,42797.0,
62.605364681077305,66.24781103764137,80.5350492406295,76.47869134739561,82.187578211411,81.7547398417458,89.56953642384106,90.39895304568527,80.30850377044902,91.25723072417075,55.961859742639874,87.65350271564024,91.23505976095618,90.94260136914166,77.08618060094678,83.56639787690109,92.94249077132312,88.62179487179486,82.052763335259,95.58772836952777,82.71780303030303,82.108302294316,90.59122695486332,79.40199335548172,88.16425120772948,56.96788666162834,66.53154233629166,87.87946428571428,86.4169927333706,88.19672131147541,79.14435172499688,91.29244249726176,91.389913899139,86.84640522875817,88.57539809768087,92.83445811830092,76.41455172909627,70.5791001778038,61.33003541514419,88.08350246448245,78.79293313685164,91.25354107648724,85.04656160458453,45.884449495079934,75.35583253102965,93.24406573341447,77.28210827115414,89.57055214723927,77.095370205401,72.61705685618729,64.008404846533,55.23818364573346,89.57871396895787,79.66591944464531,92.41463913310162,92.85714285714286,89.32806324110672,83.99969595621769,90.90487238979118,95.2941176470588,58.893913698888255,55.579810456820354,81.4078592140786,92.26726726726729,87.72211088844355,93.58288770053476,83.25820991629105,86.52548289504306,91.20676968359088,91.09269808389436,87.6444307502696,90.50942079553384,77.73191823899371,72.21897772195565,61.63153300067047,68.7164759574299,69.10221955258406,68.33156782276066,60.13302305488424,81.85819070904645,76.37278770829917,87.98638700630988,87.64769065520946,90.66320293398532,82.82615118389398,91.38854418392006,88.66219008264463,92.51289347323493,56.96788666162834,80.22381764672802,
82294.0,115259.0,38206.0,2732.0,44126.0,26955.0,4284.0,2421.0,14336.0,1194.0,315262.0,6706.0,726.0,1720.0,23137.0,3220.0,1453.0,71.0,932.0,128.0,365.0,8118.0,148.0,62.0,196.0,71744.0,13953.0,543.0,243.0,36.0,3349.0,159.0,70.0,161.0,1069.0,361.0,19683.0,13072.0,6879.0,822.0,13096.0,247.0,835.0,20953.0,9471.0,111.0,1431.0,17.0,8999.0,1310.0,54984.0,308609.0,188.0,2812.0,371.0,148.0,513.0,2105.0,196.0,8.0,21815.0,8343.0,9297.0,103.0,919.0,24.0,260.0,579.0,239.0,344.0,1604.0,408.0,2266.0,1919902.0,127172008.0,653800.0,676937.0,577281.0,97822.0,17437.0,18730.0,8225.0,1840.0,2444.0,4069.0,2637.0,878.0,842.0,71744.0,10550.0,
44569.0,53977.0,15740.0,1922.0,9876.0,10191.0,819.0,121.0,5168.0,172.0,173092.0,1962.0,210.0,506.0,11349.0,1640.0,204.0,22.0,310.0,6.0,115.0,1443.0,29.0,22.0,117.0,40657.0,7723.0,143.0,83.0,10.0,1240.0,57.0,17.0,86.0,157.0,44.0,4370.0,6583.0,4113.0,199.0,5367.0,27.0,52.0,9816.0,4377.0,9.0,544.0,3.0,3206.0,897.0,29799.0,169349.0,27.0,752.0,59.0,44.0,116.0,608.0,32.0,3.0,8664.0,3828.0,2987.0,18.0,193.0,6.0,91.0,284.0,36.0,24.0,296.0,98.0,1305.0,1092948.0,41104200.0,318204.0,329553.0,279393.0,48296.0,5681.0,7674.0,2517.0,497.0,322.0,1419.0,543.0,320.0,186.0,40657.0,3912.0,
20.25228451076708,15.806504512630092,8.019115451826718,16.547567800258285,3.9866626837715855,6.89806886561931,1.9940592130892087,0.4798540609137055,7.098608573822506,1.2594273998681995,24.17877756731537,3.612261806130903,2.535313292285404,2.6645602948920484,11.239527006952285,8.36990915586404,0.990868467068195,3.525641025641025,5.969574427113422,0.2068252326783868,5.445075757575758,3.180305468009609,1.8436109345200251,7.308970099667775,7.065217391304348,24.386103813533907,18.524826097385464,3.1919642857142856,4.639463387367244,3.278688524590164,7.722007722007722,3.12157721796276,2.091020910209102,7.026143790849673,1.6778882120337717,0.8733624454148471,5.236417667217869,14.816231910152824,23.121029849907245,2.884894172223833,8.691075737211147,0.9560906515580736,0.9312320916905444,25.351894418760818,11.389243058988836,0.5477784540474742,8.636291474837275,1.8404907975460123,8.160044796253404,18.75,19.50592070380771,24.56301934739001,1.496674057649667,5.437848000578494,1.2062972807196892,2.1235521235521237,2.4131474932390264,4.621465491030709,1.4849187935034802,1.7647058823529411,16.325607687959298,20.381216057927805,5.973402659734027,1.351351351351351,2.578490313961256,1.6042780748663104,5.859626529298133,6.6092622760065165,1.3245033112582782,0.6214396685655101,2.2800801109228166,2.279599906955106,12.82429245283019,15.81498052335172,12.401354402093272,15.225669141085918,15.04195551400982,15.326917517284356,19.68284760627784,5.910627893669043,9.680471282782284,3.6763846693152606,3.336466165413534,1.2301344743276283,5.9891107078039925,1.7732349291359153,4.132231404958678,1.6539213942735196,24.386103813533907,7.333120887772508,
54.15826184168955,46.8310500698427,41.197717635973405,70.35139092240117,22.38136246204052,37.80745687256539,19.11764705882353,4.997934737711689,36.049107142857146,14.40536013400335,54.90417494020846,29.257381449448257,28.92561983471074,29.418604651162788,49.05130310757661,50.931677018633536,14.039917412250515,30.985915492957744,33.261802575107296,4.6875,31.506849315068493,17.775314116777533,19.594594594594597,35.483870967741936,59.693877551020414,56.66954727921498,55.35010392030387,26.335174953959484,34.15637860082305,27.77777777777778,37.025977903851896,35.84905660377358,24.285714285714285,53.41614906832298,14.6866230121609,12.18836565096953,22.201900116852105,50.35954712362302,59.79066724814653,24.20924574209246,40.98197923029932,10.931174089068826,6.227544910179641,46.84770677229991,46.21476084890719,8.108108108108109,38.01537386443047,17.647058823529413,35.62618068674297,68.4732824427481,54.19576604103011,54.8749388384655,14.361702127659576,26.742532005689903,15.902964959568733,29.72972972972973,22.612085769980503,28.883610451306414,16.3265306122449,37.5,39.71579188631675,45.88277597986336,32.12864364848876,17.475728155339805,21.00108813928183,25.0,35.0,49.05008635578584,15.062761506276152,6.976744186046512,18.453865336658357,24.01960784313725,57.59046778464254,56.92728066328385,32.32173545612333,48.669929642092384,48.68296458902379,48.39809382259247,49.37130706793973,32.58014566725927,40.9717031500267,30.601823708206688,27.010869565217394,13.175122749590834,34.873433275989186,20.591581342434583,36.44646924829157,22.09026128266033,56.66954727921498,37.08056872037915,
1154.0,1739.0,711.0,30.0,574.0,601.0,135.0,102.0,335.0,78.0,3942.0,242.0,47.0,43.0,417.0,80.0,50.0,7.0,17.0,1.0,12.0,53.0,10.0,2.0,4.0,914.0,223.0,19.0,1.0,0.0,102.0,4.0,0.0,4.0,34.0,4.0,216.0,212.0,94.0,19.0,210.0,10.0,23.0,335.0,230.0,4.0,23.0,0.0,137.0,17.0,740.0,3839.0,8.0,13.0,5.0,1.0,15.0,55.0,7.0,0.0,304.0,185.0,155.0,7.0,20.0,0.0,9.0,12.0,6.0,20.0,36.0,12.0,50.0,28044.0,3727135.0,9631.0,10048.0,8319.0,1379.0,360.0,376.0,225.0,43.0,92.0,136.0,106.0,24.0,19.0,914.0,240.0,
0.5243809895987167,0.5092448885166596,0.3622357742216516,0.2582866982350409,0.2317076124427795,0.4068039827531357,0.3286910790806389,0.404505076142132,0.4601458731096246,0.5711356813355788,0.55064787032536,0.4455491116634447,0.5674272606543523,0.2264349657714586,0.4129775981935943,0.4082882515055629,0.2428599183990674,1.1217948717948718,0.3273637589062199,0.0344708721130644,0.5681818181818182,0.1168095563440812,0.6357279084551812,0.6644518272425249,0.2415458937198067,0.5482179916267799,0.534900455744783,0.4241071428571428,0.0558971492453884,0.0,0.6351974093909578,0.2190580503833515,0.0,0.326797385620915,0.3633643261729187,0.0793965859468042,0.2588252210798764,0.4771443361616889,0.5284164371240655,0.2754421571469991,0.3400644503101064,0.3541076487252125,0.41189111747851,0.8652082956687931,0.5984751893003045,0.2434570906877662,0.3651373233846642,0.0,0.3486981088854387,0.3553511705685618,0.4843914668551866,0.5568230770458062,0.4434589800443459,0.0940053510738303,0.102228583111838,0.0482625482625482,0.3120449344705637,0.4180602006688963,0.3248259860788863,0.0,0.5728283399283964,0.9849856245341284,0.30996900309969,0.5255255255255256,0.2672010688042752,0.0,0.5795235028976174,0.2792646032115429,0.2207505518763796,0.5178663904712585,0.2773070405176397,0.2791346824842987,0.4913522012578616,0.4057972692176349,1.1244963298019646,0.4608314775986427,0.4586259843022842,0.4563629970195694,0.562006105040938,0.374551318732768,0.4743102948040316,0.328639869128301,0.2886680988184747,0.3514669926650366,0.5740092010298401,0.3461563581738619,0.3099173553719008,0.1689489596300907,0.5482179916267799,0.4498847170412582,
